a76a9a82-6b4b-4cbe-809e-806962e880e5,1,Texte,,mdi-format-color-text
ed0b9ce0-7829-40d7-8def-f0c8dc2dba89,2,Image,,mdi-image-multiple-outline
3eb5ca3c-a5a9-43df-a48a-ad68cc7955c8,4,Bouton,,mdi-button-pointer
