8c603b66-6f77-4ca4-81de-851d92bb171d,Bandeau 1,photo-bandeau-site,2,Bandeau 1 accueil,,accueil,1,t,{890a6ea3-73c2-4e1d-9bc3-b011c6ed8637},t
d186ad48-fa81-4e80-b115-18c4c4d3d8dd,Premier encart texte,premier-encart-texte,1,premier-encart-texte,"<h1 class='"heading h1'" style='"text-align: center;'">VESTE CHAUFFANTE</h1>
<p>&nbsp;</p>
<div class='"rte'">
<p>Vous avez constamment froid en hiver&thinsp;? La&nbsp;<strong>veste chauffante</strong>&nbsp;est faite pour vous&thinsp;! Gr&acirc;ce &agrave; un syst&egrave;me de r&eacute;sistances int&eacute;gr&eacute;es, vous n&rsquo;aurez plus jamais froid. Chasseur, motard, amateur de sports de glisse ou simplement frileux, la doudoune chauffante deviendra vite un indispensable de votre garde-robe en hiver.</p>
</div>",accueil,2,,{},
85ad1038-d8f1-4d5a-af2d-16d31b09dc90,Image,"",2,,,accueil,0,,{},t
